Symbol,Date,High,Low,Open,Close,Volume,Marketcap
XMR,2014-05-22 23:59:59,2.18887996673584,1.35908997058868,1.58940005302429,2.09558010101318,132918,1855607.93064
XMR,2014-05-23 23:59:59,3.43437004089355,2.05103993415833,2.05103993415833,2.96302008628845,266852,2692180.34199
XMR,2014-05-24 23:59:59,4.01423978805542,2.61777997016907,2.92038989067078,3.70245003700256,248028,3456657.53448
XMR,2014-05-25 23:59:59,4.04302978515625,2.80329990386963,4.04302978515625,3.1385600566864,283545,2993339.41728
XMR,2014-05-26 23:59:59,3.76235008239746,2.31202006340027,3.21897006034851,3.02185988426208,220148,2946133.3216
XMR,2014-05-27 23:59:59,3.03379988670349,2.06524991989136,3.03379988670349,2.20823001861572,97602.6015625,2199815.53958
XMR,2014-05-28 23:59:59,2.84689998626709,1.90615999698639,2.24011993408203,2.26886010169983,177716,2315317.60277
XMR,2014-05-29 23:59:59,2.49409008026123,1.67653000354767,2.20544004440308,1.67653000354767,109157,1742651.60972
XMR,2014-05-30 23:59:59,1.86663997173309,1.08290004730225,1.67650997638702,1.56763994693756,119296,1667566.07652
XMR,2014-05-31 23:59:59,2.28464007377625,1.40769994258881,1.57503998279572,1.93853998184204,117399,2113584.5887
XMR,2014-06-01 23:59:59,2.56565999984741,1.53514003753662,1.93676996231079,1.73745000362396,130602,1934458.58677
XMR,2014-06-02 23:59:59,1.94164001941681,1.59935998916626,1.76463997364044,1.72929000854492,47671.69921875,1964406.64617
XMR,2014-06-03 23:59:59,2.09573006629944,1.65375995635986,1.73081994056702,1.93079996109009,91331.6015625,2238383.43915
XMR,2014-06-04 23:59:59,1.98813998699188,1.71178996562958,1.93081998825073,1.80525004863739,51886.3984375,2136582.87713
XMR,2014-06-06 23:59:59,1.50744998455048,1.17344999313355,1.46209001541138,1.24072003364563,100635,1524539.04252
XMR,2014-06-07 23:59:59,1.68938004970551,1.21315002441406,1.2397700548172,1.360759973526,44187,1702749.94529
XMR,2014-06-08 23:59:59,1.43843996524811,1.24153995513916,1.36079001426697,1.33545005321503,40633.6015625,1701813.01279
XMR,2014-06-09 23:59:59,1.64079999923706,1.26934003829956,1.33208000659943,1.52409994602203,56500.19921875,1976718.64494
XMR,2014-06-10 23:59:59,2.39262008666992,1.30796003341675,1.47853004932404,1.72537004947662,182599,2281223.82605
XMR,2014-06-11 23:59:59,2.17188000679016,1.53284001350403,1.72422003746033,1.62143003940582,85735.296875,2177570.76142
XMR,2014-06-12 23:59:59,2.17181992530823,1.52630996704102,1.61927998065949,1.73514997959137,108619,2371183.54749
XMR,2014-06-13 23:59:59,1.95747005939484,1.62469005584717,1.65192997455597,1.92449998855591,84237,2674776.90975
XMR,2014-06-14 23:59:59,2.81872010231018,1.87600994110107,1.9264600276947,2.34208989143372,276919,3312123.07642
XMR,2014-06-15 23:59:59,2.74657011032104,2.25174999237061,2.32497000694275,2.69203996658325,150652,3863688.49308
XMR,2014-06-16 23:59:59,3.55033993721008,2.61932992935181,2.72125005722046,3.18487000465393,438776,4648756.48084
XMR,2014-06-17 23:59:59,3.30843997001648,2.72221994400024,3.15242004394531,2.82006001472473,228445,4180469.28176
XMR,2014-06-18 23:59:59,2.98465991020203,2.45809006690979,2.90380001068115,2.79028010368347,183102,4201539.79635
XMR,2014-06-19 23:59:59,3.52469992637634,2.68101000785828,2.78171992301941,3.13211989402771,283962,4792101.31638
XMR,2014-06-20 23:59:59,4.58593988418579,3.12290000915527,3.16599011421204,4.56115007400513,543764,7084429.49294
XMR,2014-06-21 23:59:59,5.85465002059937,4.13781023025513,4.33319997787476,5.01068019866943,723077,7903316.12626
XMR,2014-06-22 23:59:59,5.21189022064209,4.01851987838745,4.9796199798584,4.34674978256226,491984,6961750.45325
XMR,2014-06-23 23:59:59,4.82015991210938,3.76549005508423,4.27754020690918,3.98195004463196,433301,6465327.46182
XMR,2014-06-24 23:59:59,4.06782007217407,2.95516991615295,3.925950050354,3.2787299156189,150995,5397286.71744
XMR,2014-06-25 23:59:59,3.38772010803223,2.63326001167297,3.22790002822876,3.38772010803223,217183,5647798.86268
XMR,2014-06-26 23:59:59,3.37612009048462,2.80480003356934,3.27878999710083,2.89388990402222,117740,4896390.61796
XMR,2014-06-27 23:59:59,3.00434994697571,2.07232999801636,2.98117995262146,2.20003008842468,250643,3771736.10706
XMR,2014-06-28 23:59:59,2.89917993545532,2.24786996841431,2.32226991653442,2.55387997627258,184970,4437897.06857
XMR,2014-06-29 23:59:59,2.75537991523743,2.26429009437561,2.55190992355347,2.54425001144409,138511,4480587.40003
XMR,2014-06-30 23:59:59,2.70166993141174,2.43875002861023,2.54626989364624,2.50462007522583,124575,4468631.54841
XMR,2014-07-01 23:59:59,2.64755010604858,2.33798003196716,2.50535988807678,2.34552001953125,98540.203125,4239457.0344
XMR,2014-07-02 23:59:59,2.54410004615784,2.25678992271423,2.33776998519897,2.31222009658813,101095,4230609.39433
XMR,2014-07-03 23:59:59,2.82415008544922,2.23446011543274,2.30505990982056,2.64354991912842,168532,4897314.50049
XMR,2014-07-04 23:59:59,2.99797010421753,2.54115009307861,2.6445300579071,2.64435005187988,148555,4959603.70108
XMR,2014-07-05 23:59:59,2.64262008666992,2.43527007102966,2.64248991012573,2.46944999694824,68524.5,4689117.29327
XMR,2014-07-06 23:59:59,2.4826500415802,2.28796005249023,2.47013998031616,2.39752006530762,77662.8984375,4605920.02612
XMR,2014-07-07 23:59:59,2.4002799987793,1.9483300447464,2.39948010444641,1.99018001556396,111370,3865612.44051
XMR,2014-07-08 23:59:59,2.36161994934082,1.96915996074677,1.98023998737335,2.35018992424011,94992.6015625,4618190.33042
XMR,2014-07-09 23:59:59,2.31040000915527,1.98553001880646,2.29850006103516,2.00889992713928,69553.8984375,3993540.02138
XMR,2014-07-10 23:59:59,2.0911500453949,1.86336004734039,2.02870988845825,1.89228999614716,89099.203125,3804552.41134
XMR,2014-07-11 23:59:59,1.92144000530243,1.71969997882843,1.86324000358582,1.7948100566864,116666,3648752.93202
XMR,2014-07-12 23:59:59,1.93843996524811,1.72067999839783,1.79470002651215,1.73160994052887,65375.1015625,3559242.31998
XMR,2014-07-13 23:59:59,1.97476005554199,1.46259999275208,1.73295998573303,1.78848004341126,122049,3716083.17648
XMR,2014-07-14 23:59:59,1.9887900352478,1.62129998207092,1.78843998908997,1.97081995010376,100284,4138484.02349
XMR,2014-07-15 23:59:59,2.19595003128052,1.78773999214172,1.95065999031067,2.1122100353241,136205,4482635.56029
XMR,2014-07-16 23:59:59,2.92847990989685,2.04926991462708,2.16033005714416,2.70602989196777,353430,5805941.60871
XMR,2014-07-17 23:59:59,3.58118009567261,2.63860011100769,2.70510005950928,2.97838997840881,503684,6458302.90153
XMR,2014-07-18 23:59:59,3.2869598865509,2.45509004592895,3.03281998634338,2.6248300075531,348336,5750090.40158
XMR,2014-07-19 23:59:59,3.06859993934631,2.54434990882874,2.59244990348816,2.87900996208191,169471,6371126.77208
XMR,2014-07-20 23:59:59,2.92729997634888,2.58463001251221,2.87928009033203,2.63264989852905,116853,5885038.97325
XMR,2014-07-21 23:59:59,3.1442699432373,2.64728999137878,2.67406010627747,3.0855700969696,243140,6965026.3053
XMR,2014-07-22 23:59:59,3.3172299861908,3.01297998428345,3.08582997322083,3.20109009742737,262049,7297672.92341
XMR,2014-07-23 23:59:59,3.23945999145508,2.83699011802673,3.20002007484436,2.91463994979858,274946,6710388.78788
XMR,2014-07-24 23:59:59,2.97306990623474,2.28474998474121,2.91723990440369,2.36340999603271,292547,5492441.94268
XMR,2014-07-25 23:59:59,2.71497988700867,2.31053996086121,2.36670994758606,2.71497988700867,182887,6370453.50682
XMR,2014-07-26 23:59:59,2.76652002334595,2.51429009437561,2.69658994674683,2.62280011177063,125320,6212267.6921
XMR,2014-07-27 23:59:59,2.64533996582031,2.450040102005,2.62215995788574,2.55145001411438,111827,6098665.23516
XMR,2014-07-28 23:59:59,2.69679999351501,2.42118000984192,2.552649974823,2.69679999351501,141903,6505516.37759
XMR,2014-07-29 23:59:59,2.80433011054993,2.56422996520996,2.69743990898132,2.61715006828308,272756,6371660.12861
XMR,2014-07-30 23:59:59,2.63010001182556,2.5002601146698,2.61796998977661,2.53742003440857,79829.6015625,6232373.60077
XMR,2014-07-31 23:59:59,2.63700008392334,2.4852499961853,2.51889991760254,2.55166006088257,111065,6324973.60907
XMR,2014-08-01 23:59:59,2.66787004470825,2.4935200214386,2.56593990325928,2.66787004470825,145177,6670823.16948
XMR,2014-08-02 23:59:59,2.72915005683899,2.49799990653992,2.66540002822876,2.49799990653992,101031,6299820.51485
XMR,2014-08-03 23:59:59,2.4993200302124,2.25097990036011,2.49612998962402,2.36105990409851,144327,6005348.16983
XMR,2014-08-04 23:59:59,37.7808990478516,1.98720002174377,2.35607004165649,2.00512003898621,234647,5144308.80246
XMR,2014-08-05 23:59:59,2.19506001472473,1.97852003574371,2.00904011726379,2.15323996543884,94390.703125,5571027.55791
XMR,2014-08-06 23:59:59,2.28180003166199,2.12832999229431,2.20256996154785,2.18983006477356,76410.703125,5713761.44385
XMR,2014-08-07 23:59:59,2.23832011222839,2.0991199016571,2.18984007835388,2.14140009880066,88303.5,5632412.45429
